smiles,ri,ri_2
O=C(N[C@@H]1C=2C(c3c(OC)c(OC)c(OC)cc3CC1)=CC=C(OC)C(=O)C=2)C,3413.3333333333335,206.9392872540505
P(=O)(OCCCCC)(OCCCCC)OCCCCC,1917.391304347826,29.053836196731666
N(c1ccccc1)c1ccccc1,1618.5185185185185,88.32146963339241
O=C(OC(C#N)c1cc(Oc2ccccc2)ccc1)C1C(C)(C)C1(C)C,2478.9473684210525,73.91153080685493
O=CNc1c(C)cc(C)cc1,1480.0,88.54272353343529
O=C1c2c(C(=O)c3c1cccc3)cccc2,1969.5652173913043,125.01404639328265
O=C(OCc1cc(Oc2ccccc2)ccc1)C1C(C)(C)C1C=C(C)C,2516.6666666666665,72.82083303155179
O=C(OCc1cc(Cc2ccccc2)oc1)C1C(C)(C)C1C=C(C)C,2405.2631578947367,63.89417246831662
O=C(OCN1C(=O)C2=C(C1=O)CCCC2)C1C(C)(C)C1C=C(C)C,2468.4210526315787,85.0500533390009
c12c3c(ccc1cc1c(c2)cccc1)cccc3,2447.3684210526317,137.42791968819503
c12c3cccc1-c1c4c(ccc1-c2ccc3)cccc4,2764.705882352941,155.29844538029616
c12c3c4ccc1c1c(cc2ccc3ccc4)cccc1,2856.25,173.39809645947005
c12c3c4c5c(c1cccc2ccc3ccc4)cccc5,2843.75,172.5298035377902
c12c3cccc1-c1c(-c2ccc3)cccc1,2056.521739130435,118.18850899155568
c12-c3c(cccc3)Cc1cccc2,1582.7586206896551,81.12051571740211
c12c3c4cc-5c1c(-c1c-5cccc1)ccc2ccc3ccc4,3166.6666666666665,184.3096441752471
